39,Heating & Cooling,Air Purifiers & Accessories,,"
            
                Rowenta Intense Pure Air 4-Speed 835-sq ft HEPA Air Purifier ENERGY STAR
            
                
            
        ",0,0,$329.59 ,https://mobileimages.lowes.com/product/converted/886534/886534000187.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Ultra-quiet air purifier with 4 levels of filtration for cleaner, more breathable indoor air; for spaces up to 835 square feet</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Pre-filter traps larger particles like dust and hair; active carbon filter traps odors, smoke, VOCs, and chemical pollutants</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">True HEPA filter captures 99.97% of particles and impurities as small as 0.3 microns, like pollen, dust mites, and virus bacterium</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Ultra-quiet air purifier with 4 levels of filtration for cleaner, more breathable indoor air; for spaces up to 835 square feet</li>


                                        <li>Pre-filter traps larger particles like dust and hair; active carbon filter traps odors, smoke, VOCs, and chemical pollutants</li>


                                        <li>True HEPA filter captures 99.97% of particles and impurities as small as 0.3 microns, like pollen, dust mites, and virus bacterium</li>


                                        <li>NanoCaptur filter permanently destroys formaldehyde, a common human carcinogen found in homes</li>


                                        <li>Smart pollution sensors auto adjust filtration speed as needed; AHAM certified; Energy Star rated; 8-hour built-in timer</li>


                                        <li>4-stage air cleaning: Uses a pre-filter, a true HEPA filter, an active carbon filter and a NanoCaptur filter for efficient purification on all kind of pollutants</li>


                                        <li>Filter replacement indicator for both HEPA and carbon filters</li>


                                        <li>Silent night mode: Automatic mode which helps purify the air while remaining quiet, so you and your family can sleep</li>


                                        <li>Up to 835 sq. ft. purification capacity: Ideal for medium and large rooms</li>

                                </ul>",bedbathandbeyond ,0
40,Heating & Cooling,Air Purifiers & Accessories,,"
            
                Dyson Pure Hot + Cool Link 10-Speed 300-sq ft True Hepa Air Purifier
            
                
            
        ",0,0,$599.00 ,https://mobileimages.lowes.com/product/converted/885609/885609009827.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Automatically removes 99.97% of allergens and pollutants as small as 0.3 microns from your home</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">HEPA filter captures particles from the air including pollen, dust, mold spores and pet dander</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Activated carbon layer in filter captures household odors</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Automatically removes 99.97% of allergens and pollutants as small as 0.3 microns from your home</li>


                                        <li>HEPA filter captures particles from the air including pollen, dust, mold spores and pet dander</li>


                                        <li>Activated carbon layer in filter captures household odors</li>


                                        <li>Triple functionality: purifies all year round, heats with purified air in winter and cools you as a fan with purified air in summer</li>


                                        <li>Intelligently monitors and reacts: see real-time air quality reports and remotely control your machine from the Dyson Link app</li>


                                        <li>Certified asthma and allergy friendlyâ„¢ by the Asthma and Allergy Foundation of America</li>


                                        <li>Night-time auto mode enables quiet settings and dims the LED display to not disturb your sleep</li>


                                        <li>Only Dyson purifier heaters have Jet Focus Control for focused or disused airflow modes</li>


                                        <li>Oscillates to project and circulate purified air across the room</li>

                                </ul>",bedbathandbeyond ,0
41,Heating & Cooling,Air Purifiers & Accessories,,"
            
                Dyson Pure Cool 10-Speed 400-sq ft True HEPA Air Purifier
            
                
            
        ",0,0,$549.00 ,https://mobileimages.lowes.com/product/converted/885609/885609014159.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Senses: automatically senses and reports air quality levels on LCD display on purifier, including ultra fine particles (PM 2.5), allergens (PM10), volatile organic compounds (Socs) and nitrogen dioxide (NO2)</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Captures: sealed HEPA and activated carbon filters capture pollutants</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Projects: air multiplierâ„¢ technology delivers smooth, yet powerful airflow throughout the whole room. up to 350Â° of oscillation</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Senses: automatically senses and reports air quality levels on LCD display on purifier, including ultra fine particles (PM 2.5), allergens (PM10), volatile organic compounds (Socs) and nitrogen dioxide (NO2)</li>


                                        <li>Captures: sealed HEPA and activated carbon filters capture pollutants</li>


                                        <li>Projects: air multiplierâ„¢ technology delivers smooth, yet powerful airflow throughout the whole room. up to 350Â° of oscillation</li>


                                        <li>Dual functionality: forward airflow mode purifies while cooling you as a fan while backward airflow mode purifies without cooling you</li>


                                        <li>90% of allergy sufferers surveyed would recommend a Dyson purifier</li>


                                        <li>Over 70% of people surveyed felt better rested from using a Dyson purifier</li>


                                        <li>Certified asthma and allergy friendly by the asthma and allergy foundation of America</li>


                                        <li>Night-time mode monitors and purifies using quiet settings, with a dimmed display</li>


                                        <li>1 - tested to Dyson internal test method TM-003711 in a 88 ft square room and DTM801. 2- based on a 2017 Dyson survey of self-reported allergy sufferers</li>

                                </ul>",bedbathandbeyond ,0
42,Heating & Cooling,Air Purifiers & Accessories,,"
            
                Winix PlasmaWave 4-Speed 360-sq ft True HEPA Air Purifier ENERGY STAR
            
                
            
        ",0,0,$154.01 ,https://mobileimages.lowes.com/product/converted/880915/8809154399143.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">3-stage air cleaning effectively removes a broad range of odors, allergens, and other airborne pollutants including: dust, smoke, pollen, pet dander, mold, allergens, viruses, bacteria, and volatile organic chemicals</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">True HEPA filter captures 99.97% of airborne pollutants, pet dander and allergens as small as 0.3 microns</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Odor control carbon pre-filter is formulated to capture offensive smoke, cooking and other household odors; the disposable carbon sheet also works as a pre-filter to capture large particles like hair, carpet fibers and dust - adding life to your filter</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>3-stage air cleaning effectively removes a broad range of odors, allergens, and other airborne pollutants including: dust, smoke, pollen, pet dander, mold, allergens, viruses, bacteria, and volatile organic chemicals</li>


                                        <li>True HEPA filter captures 99.97% of airborne pollutants, pet dander and allergens as small as 0.3 microns</li>


                                        <li>Odor control carbon pre-filter is formulated to capture offensive smoke, cooking and other household odors; the disposable carbon sheet also works as a pre-filter to capture large particles like hair, carpet fibers and dust - adding life to your filter</li>


                                        <li>PlasmaWaveâ„¢ technology attacks pollutants at a molecular level to neutralize viruses, bacteria, chemical vapors, odors, and gases in the air - without producing harmful ozone</li>


                                        <li>Air quality sensor offers set-and-forget convenience by automatically adjusting your air cleaner settings to meet the needs of your environment</li>


                                        <li>CADR room size rating: 360 square feet - suitable for a large room</li>


                                        <li>Evolution of wildly popular Winix 5300 Air Cleaner</li>

                                </ul>",bedbathandbeyond ,0
43,Heating & Cooling,Air Purifiers & Accessories,,"
            
                Idylis 3-Speed 193-sq ft True HEPA Air Purifier ENERGY STAR
            
                
            
        ",0,0,$129.99 ,https://mobileimages.lowes.com/product/converted/895916/895916000974.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Provides air purification for rooms up to 193-sq ft with a CADR of 125</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">HEPA filter helps to eliminate household dust, pet dander, mold spores and plant pollens from your environment</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Filter change indicator notifies you when itâ€™s time to switch out the old for the new</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Provides air purification for rooms up to 193-sq ft with a CADR of 125</li>


                                        <li>HEPA filter helps to eliminate household dust, pet dander, mold spores and plant pollens from your environment</li>


                                        <li>Filter change indicator notifies you when itâ€™s time to switch out the old for the new</li>


                                        <li>Energy starÂ® certified products help you save money on utility bills without sacrificing performance, style or comfort</li>


                                        <li>UV-C sanitizer kills bacteria and viruses such as rhino virus, E col and streptococcus with a powerful light</li>


                                        <li>Mechanical controls offer easy selection of three settings</li>


                                        <li>Carbon filter clears away odors and smoke particles for a breathable atmosphere</li>

                                </ul>",bedbathandbeyond ,0
44,Heating & Cooling,Air Purifiers & Accessories,,"
            
                Idylis 5-Speed 465-sq ft HEPA Air Purifier ENERGY STAR
            
                
            
        ",0,0,$249.00 ,https://mobileimages.lowes.com/product/converted/694685/694685319078.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Idylis 5-speed air purifier is designed for use in rooms up to 465-sq ft and features a CADR of 300</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">HEPA and carbon filtration system removes up to 99.97% of allergens, smoke and dust particles, mold spores, pollen and pet dander from your environment</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Filter life monitor alerts you when itâ€™s time to replace the filters for continuous fresh air (2 carbon pre-filters and 2 HEPA filters included)</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Idylis 5-speed air purifier is designed for use in rooms up to 465-sq ft and features a CADR of 300</li>


                                        <li>HEPA and carbon filtration system removes up to 99.97% of allergens, smoke and dust particles, mold spores, pollen and pet dander from your environment</li>


                                        <li>Filter life monitor alerts you when itâ€™s time to replace the filters for continuous fresh air (2 carbon pre-filters and 2 HEPA filters included)</li>


                                        <li>ENERGY STARÂ® certified products help you save money on utility bills without sacrificing performance, style or comfort</li>


                                        <li>Digital LCD touchscreen displays air quality levels in easy-to-see colors, including Very Good, Good, Moderate, Bad and Very Bad, so you can continuously monitor the air in your home</li>


                                        <li>Included remote control makes it easy to adjust the 5 speed settings, language options and sleep mode from anywhere in the room, and built-in storage easily stows the remote</li>


                                        <li>Programmable timer allows you to easily set the purifier to automatically turn on and run for 1 to 8 hours during your desired days of the week</li>


                                        <li>Auto button changes the fan speed based on the surrounding air quality, so the dirtier your air, the faster the fan runs for a more breathable homeâ€”even when youâ€™re away</li>


                                        <li>Wheeled design provides portability to various areas, allowing you to keep multiple rooms fresh</li>

                                </ul>",bedbathandbeyond ,0
45,Heating & Cooling,Air Purifiers & Accessories,,"
            
                Dyson Pure Hot and Cool Link 10-Speed 300-sq ft True HEPA Air Purifier
            
                
            
        ",0,0,$599.00 ,https://mobileimages.lowes.com/product/converted/885609/885609009810.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Automatically removes 99.97% of allergens and pollutants as small as 0.3 microns from your home</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">HEPA filter captures particles from the air including pollen, dust, mold spores and pet dander</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Activated carbon layer in filter captures household odors</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Automatically removes 99.97% of allergens and pollutants as small as 0.3 microns from your home</li>


                                        <li>HEPA filter captures particles from the air including pollen, dust, mold spores and pet dander</li>


                                        <li>Activated carbon layer in filter captures household odors</li>


                                        <li>Triple functionality: purifies all year round, heats with purified air in winter and cools you as a fan with purified air in summer</li>


                                        <li>Intelligently monitors and reacts: see real-time air quality reports and remotely control your machine from the Dyson Link app</li>


                                        <li>Certified asthma and allergy friendlyâ„¢ by the Asthma and Allergy Foundation of America</li>


                                        <li>Night-time auto mode enables quiet settings and dims the LED display to not disturb your sleep</li>


                                        <li>Only Dyson purifier heaters have Jet Focus Control for focused or disused airflow modes</li>


                                        <li>Oscillates to project and circulate purified air across the room</li>

                                </ul>",bedbathandbeyond ,0
46,Heating & Cooling,Air Purifiers & Accessories,,"
            
                Dyson Pure Cool Link 10-Speed 300-sq ft True Hepa Air Purifier
            
                
            
        ",0,0,$499.00 ,https://mobileimages.lowes.com/product/converted/885609/885609008172.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Automatically removes 99.97% of allergens and pollutants as small as 0.3 microns from your home</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">HEPA filter captures particles from the air including pollen, dust, mold spores and pet dander</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Activated carbon layer in filter captures household odors</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Automatically removes 99.97% of allergens and pollutants as small as 0.3 microns from your home</li>


                                        <li>HEPA filter captures particles from the air including pollen, dust, mold spores and pet dander</li>


                                        <li>Activated carbon layer in filter captures household odors</li>


                                        <li>Dual functionality: purifies all year round, purifying fan in summer</li>


                                        <li>Intelligently monitors and reacts: see real-time air quality reports and remotely control your machine from the Dyson Link app</li>


                                        <li>Certified asthma and allergy friendlyâ„¢ by the Asthma and Allergy Foundation of America</li>


                                        <li>Night-time auto mode enables quiet settings and dims the LED display to not disturb your sleep</li>


                                        <li>Oscillates to project and circulate purified air across the room</li>

                                </ul>",bedbathandbeyond ,0
47,Heating & Cooling,Air Purifiers & Accessories,,"
            
                Filtrete Idylis Replacement HEPA Air Purifier Filter
            
                
            
        ",0,0,$49.98 ,https://mobileimages.lowes.com/product/converted/051141/051141397412.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">HEPA filter media replacement filter helps capture 99.97 of airborne particles as small as 0.3 microns</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Lasts up to 12 months depending on the quality of the air being filtered</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">American Lung Association Health Partner</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>HEPA filter media replacement filter helps capture 99.97 of airborne particles as small as 0.3 microns</li>


                                        <li>Lasts up to 12 months depending on the quality of the air being filtered</li>


                                        <li>American Lung Association Health Partner</li>

                                </ul>",bedbathandbeyond ,0
48,Heating & Cooling,Air Purifiers & Accessories,,"
            
                Idylis 3-Speed 310-sq ft HEPA Air Purifier ENERGY STAR
            
                
            
        ",0,0,$199.00 ,https://mobileimages.lowes.com/product/converted/694685/694685312123.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Idylis 3-speed air purifier is designed for use in rooms up to 310-sq ft and features a CADR of 200</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Double carbon and HEPA filtration system removes up to 99.97% of allergens, smoke and dust particles, mold spores, pollen and pet dander to help relieve the irritation of allergy symptoms</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Filter change indicator light alerts you when itâ€™s time to replace the filters for less worry and more fresh air</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Idylis 3-speed air purifier is designed for use in rooms up to 310-sq ft and features a CADR of 200</li>


                                        <li>Double carbon and HEPA filtration system removes up to 99.97% of allergens, smoke and dust particles, mold spores, pollen and pet dander to help relieve the irritation of allergy symptoms</li>


                                        <li>Filter change indicator light alerts you when itâ€™s time to replace the filters for less worry and more fresh air</li>


                                        <li>ENERGY STARÂ® certified products help you save money on utility bills without sacrificing performance, style or comfort</li>


                                        <li>Included remote control makes it easy to adjust the 3 speed settings from anywhere in the room, and built-in storage easily stows the remote</li>


                                        <li>Programmable timer allows you to easily set the purifier to automatically turn on and off after 2, 4 or 8 hours for reduced pollution in your home</li>


                                        <li>Slim design is recommended for large spaces such as family or dining rooms</li>


                                        <li>Includes 2 carbon pre-filters and 2 HEPA filters for added convenience</li>


                                        <li>5-year limited warranty gives you peace of mind</li>

                                </ul>",bedbathandbeyond ,0
