23146,Flooring,Floor Moulding & Trim,,"
            
                SMARTCORE Ultra 1.38-in x 94-in Woodford Oak Vinyl Multi-Purpose Floor Transition Strip
            
                
            
        ",0,0,$36.99 ,https://mobileimages.lowes.com/product/converted/836211/836211525816.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Used to transition between a hard surface floor and carpet</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Easy to install-only adhesive needed</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Vinyl wrapped-100% waterproof</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Used to transition between a hard surface floor and carpet</li>


                                        <li>Easy to install-only adhesive needed</li>


                                        <li>Vinyl wrapped-100% waterproof</li>

                                </ul>",bedbathandbeyond ,0
23147,Flooring,Floor Moulding & Trim,,"
            
                Shaw 1.75-in x 72-in Asheville Pine Reducer Floor Moulding
            
                
            
        ",0,0,$24.98 ,https://mobileimages.lowes.com/product/converted/765894/765894818123.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Ensures the proper transition when flooring meets floor coverings of lesser heights</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Prepackaged with the required track and hardware</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Intended for use with Shaw luxury Vinly plank item # 737996</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Ensures the proper transition when flooring meets floor coverings of lesser heights</li>


                                        <li>Prepackaged with the required track and hardware</li>


                                        <li>Intended for use with Shaw luxury Vinly plank item # 737996</li>

                                </ul>",bedbathandbeyond ,0
23148,Flooring,Floor Moulding & Trim,,"
            
                SimpleSolutions 2.37-in x 78.7-in Heathered/Aged Gray Oak Stair Nose Floor Moulding
            
                
            
        ",0,0,$24.03 - $30.98,https://mobileimages.lowes.com/product/converted/604743/604743122106.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Used to finish stair edges or step down applications</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Protective strip along front edge of stairs to catch brunt of foot traffic while enhancing overall beauty of the staircase or step</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Superior scratch barrier looks newer longer</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Used to finish stair edges or step down applications</li>


                                        <li>Protective strip along front edge of stairs to catch brunt of foot traffic while enhancing overall beauty of the staircase or step</li>


                                        <li>Superior scratch barrier looks newer longer</li>


                                        <li>Pre-finished, color coordinated to flooring, no staining, gluing or polyurethane</li>


                                        <li>Measures 78-3/4-in</li>

                                </ul>",bedbathandbeyond ,0
23149,Flooring,Floor Moulding & Trim,,"
            
                SMARTCORE Ultra 1.38-in x 94-in Blue Ridge Pine Vinyl Multi-Purpose Floor Transition Strip
            
                
            
        ",0,0,$36.99 ,https://mobileimages.lowes.com/product/converted/836214/836214624783.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Used to transition between a hard surface floor and carpet</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Easy to install-only adhesive needed</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Vinyl wrapped-100% waterproof</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Used to transition between a hard surface floor and carpet</li>


                                        <li>Easy to install-only adhesive needed</li>


                                        <li>Vinyl wrapped-100% waterproof</li>

                                </ul>",bedbathandbeyond ,0
23150,Flooring,Floor Moulding & Trim,,"
            
                SimpleSolutions 2.37-in x 78.7-in Stair Nosing
            
                
            
        ",0,0,$24.97 - $30.98,https://mobileimages.lowes.com/product/converted/604743/604743020617.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Used to finish stair edges or step down applications</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Protective strip along front edge of stairs to catch brunt of foot traffic while enhancing overall beauty of the staircase or step</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Superior scratch barrier looks newer longer</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Used to finish stair edges or step down applications</li>


                                        <li>Protective strip along front edge of stairs to catch brunt of foot traffic while enhancing overall beauty of the staircase or step</li>


                                        <li>Superior scratch barrier looks newer longer</li>


                                        <li>Pre-finished, color coordinated to flooring, no staining, gluing or polyurethane</li>


                                        <li>Measures 78-3/4-in</li>

                                </ul>",bedbathandbeyond ,0
23151,Flooring,Floor Moulding & Trim,,"
            
                SimpleSolutions 2.37-in x 78.74-in Heathered Oak/Gray Oak 4-n-1 Floor Moulding
            
                
            
        ",0,0,$30.98 ,https://mobileimages.lowes.com/product/converted/604743/604743121192.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Provides one solution for four different molding needs - hard surface reducer, T-moulding, carpet transition and end moulding</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Assembles in seconds, simply align the parts and snap into the track</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Superior scratch barrier, looks newer longer</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Provides one solution for four different molding needs - hard surface reducer, T-moulding, carpet transition and end moulding</li>


                                        <li>Assembles in seconds, simply align the parts and snap into the track</li>


                                        <li>Superior scratch barrier, looks newer longer</li>


                                        <li>Pre-finished, no staining, gluing or polyurethane</li>


                                        <li>Measures 78-3/4-in</li>


                                        <li>T-mold and carpet reducer measures 1.75-in width, hard surface reducer measures 2-in width</li>

                                </ul>",bedbathandbeyond ,0
23152,Flooring,Floor Moulding & Trim,,"
            
                SimpleSolutions 2.37-in x 78.74-in Restoration/River Road Oak 4-n-1 Floor Moulding
            
                
            
        ",0,0,$30.98 ,https://mobileimages.lowes.com/product/converted/604743/604743118826.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Provides one solution for four different molding needs - hard surface reducer, T-moulding, carpet transition and end moulding</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Assembles in seconds, simply align the parts and snap into the track</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Superior scratch barrier, looks newer longer</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Provides one solution for four different molding needs - hard surface reducer, T-moulding, carpet transition and end moulding</li>


                                        <li>Assembles in seconds, simply align the parts and snap into the track</li>


                                        <li>Superior scratch barrier, looks newer longer</li>


                                        <li>Pre-finished, no staining, gluing or polyurethane</li>


                                        <li>Measures 78-3/4-in</li>


                                        <li>T-mold and carpet reducer measures 1.75-in width, hard surface reducer measures 2-in width</li>

                                </ul>",bedbathandbeyond ,0
23153,Flooring,Floor Moulding & Trim,,"
            
                SimpleSolutions 0.75-in x 94.5-in Natural Oak/Ginger Hickory Quarter Round Floor Moulding
            
                
            
        ",0,0,$4.98 - $7.98,https://mobileimages.lowes.com/product/converted/739175/7391753008645.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Provides a finished look between the floor and wall</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Color coordinated to flooring</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Screwed or nailed in place</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Provides a finished look between the floor and wall</li>


                                        <li>Color coordinated to flooring</li>


                                        <li>Screwed or nailed in place</li>


                                        <li>Pre-finished, no staining, gluing or polyurethane</li>


                                        <li>Measures 94-1/2-in</li>

                                </ul>",bedbathandbeyond ,0
23154,Flooring,Floor Moulding & Trim,,"
            
                SimpleSolutions 2.37-in x 78.74-in Natural Oak 4-N-1 Floor Moulding
            
                
            
        ",0,0,$24.98 - $30.98,https://mobileimages.lowes.com/product/converted/739175/7391753671382.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Provides one solution for four different molding needs - hard surface reducer, T-moulding, carpet transition and end moulding</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Assembles in seconds, simply align the parts and snap into the track</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Superior scratch barrier, looks newer longer</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Provides one solution for four different molding needs - hard surface reducer, T-moulding, carpet transition and end moulding</li>


                                        <li>Assembles in seconds, simply align the parts and snap into the track</li>


                                        <li>Superior scratch barrier, looks newer longer</li>


                                        <li>Pre-finished, no staining, gluing or polyurethane</li>


                                        <li>Measures 78-3/4-in</li>


                                        <li>T-mold and carpet reducer measures 1.75-in width, hard surface reducer measures 2-in width</li>

                                </ul>",bedbathandbeyond ,0
23155,Flooring,Floor Moulding & Trim,,"
            
                Shaw 1.75-in x 72-in Resort Teak Reducer Floor Moulding
            
                
            
        ",0,0,$24.98 - $45.98,https://mobileimages.lowes.com/product/converted/765894/765894803983.jpg,"<ul class=""pd-short-desc-listing list disc"">
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Reducers provide a smooth transition between floors of different heights</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Prepackaged with the required track and hardware</p>
                </li>
                <li class=""v-spacing-small"">
                    <p class=""ellipsis-two-line"">Intended for use with Shaw luxury Vinly plank item # 516565</p>
                </li>
    </ul><ul class=""list disc"">

                                        <li>Reducers provide a smooth transition between floors of different heights</li>


                                        <li>Prepackaged with the required track and hardware</li>


                                        <li>Intended for use with Shaw luxury Vinly plank item # 516565</li>

                                </ul>",bedbathandbeyond ,0
